


kernel size: 2
Epoch: [1/10], Step: [501/3125], Train loss: 0.9526289701461792, Train acc: 58.527, Validation Acc: 58.3
Epoch: [1/10], Step: [1001/3125], Train loss: 0.8624469041824341, Train acc: 62.953, Validation Acc: 61.7
Epoch: [1/10], Step: [1501/3125], Train loss: 0.785301685333252, Train acc: 64.989, Validation Acc: 63.6
Epoch: [1/10], Step: [2001/3125], Train loss: 0.7703402638435364, Train acc: 64.939, Validation Acc: 64.1
Epoch: [1/10], Step: [2501/3125], Train loss: 0.6544135212898254, Train acc: 66.693, Validation Acc: 63.3
Epoch: [1/10], Step: [3001/3125], Train loss: 0.87913578748703, Train acc: 67.714, Validation Acc: 63.3
Epoch: [2/10], Step: [501/3125], Train loss: 0.8146544694900513, Train acc: 67.773, Validation Acc: 64.2
Epoch: [2/10], Step: [1001/3125], Train loss: 0.6450984477996826, Train acc: 69.441, Validation Acc: 65.6
Epoch: [2/10], Step: [1501/3125], Train loss: 0.6463348865509033, Train acc: 69.236, Validation Acc: 62.9
Epoch: [2/10], Step: [2001/3125], Train loss: 0.6133198142051697, Train acc: 70.714, Validation Acc: 65.7
Epoch: [2/10], Step: [2501/3125], Train loss: 0.716558575630188, Train acc: 71.593, Validation Acc: 66.0
Epoch: [2/10], Step: [3001/3125], Train loss: 0.711519718170166, Train acc: 71.871, Validation Acc: 65.1
Epoch: [3/10], Step: [501/3125], Train loss: 0.6353528499603271, Train acc: 72.765, Validation Acc: 67.4
Epoch: [3/10], Step: [1001/3125], Train loss: 0.557319164276123, Train acc: 72.846, Validation Acc: 67.0
Epoch: [3/10], Step: [1501/3125], Train loss: 0.6508704423904419, Train acc: 74.299, Validation Acc: 67.4
Epoch: [3/10], Step: [2001/3125], Train loss: 0.5761797428131104, Train acc: 75.003, Validation Acc: 66.7
Epoch: [3/10], Step: [2501/3125], Train loss: 0.5967382192611694, Train acc: 75.416, Validation Acc: 67.5
Epoch: [3/10], Step: [3001/3125], Train loss: 0.5842494964599609, Train acc: 76.118, Validation Acc: 68.3
Epoch: [4/10], Step: [501/3125], Train loss: 0.46004968881607056, Train acc: 77.368, Validation Acc: 67.8
Epoch: [4/10], Step: [1001/3125], Train loss: 0.6958597302436829, Train acc: 77.643, Validation Acc: 67.5
Epoch: [4/10], Step: [1501/3125], Train loss: 0.9928910732269287, Train acc: 78.334, Validation Acc: 67.5
Epoch: [4/10], Step: [2001/3125], Train loss: 0.6528633832931519, Train acc: 79.123, Validation Acc: 68.2
Epoch: [4/10], Step: [2501/3125], Train loss: 0.4888325333595276, Train acc: 78.987, Validation Acc: 68.0
Epoch: [4/10], Step: [3001/3125], Train loss: 0.9137216806411743, Train acc: 79.85, Validation Acc: 67.4
Epoch: [5/10], Step: [501/3125], Train loss: 0.409609854221344, Train acc: 80.839, Validation Acc: 68.0
Epoch: [5/10], Step: [1001/3125], Train loss: 0.5641592741012573, Train acc: 81.341, Validation Acc: 69.4
Epoch: [5/10], Step: [1501/3125], Train loss: 0.7027953267097473, Train acc: 80.815, Validation Acc: 66.0
Epoch: [5/10], Step: [2001/3125], Train loss: 0.5422517657279968, Train acc: 82.024, Validation Acc: 67.5
Epoch: [5/10], Step: [2501/3125], Train loss: 0.4802652597427368, Train acc: 81.767, Validation Acc: 67.2
Epoch: [5/10], Step: [3001/3125], Train loss: 0.7377974390983582, Train acc: 83.578, Validation Acc: 67.8
Epoch: [6/10], Step: [501/3125], Train loss: 0.48246461153030396, Train acc: 84.318, Validation Acc: 66.8
Epoch: [6/10], Step: [1001/3125], Train loss: 0.3056536912918091, Train acc: 83.778, Validation Acc: 67.3
Epoch: [6/10], Step: [1501/3125], Train loss: 0.5604966878890991, Train acc: 83.393, Validation Acc: 66.6
Epoch: [6/10], Step: [2001/3125], Train loss: 0.5221906304359436, Train acc: 85.294, Validation Acc: 66.9
Epoch: [6/10], Step: [2501/3125], Train loss: 0.4129772186279297, Train acc: 86.161, Validation Acc: 65.1
Epoch: [6/10], Step: [3001/3125], Train loss: 0.5276280641555786, Train acc: 86.063, Validation Acc: 66.8
Epoch: [7/10], Step: [501/3125], Train loss: 0.33729293942451477, Train acc: 86.724, Validation Acc: 67.7
Epoch: [7/10], Step: [1001/3125], Train loss: 0.2783478796482086, Train acc: 86.926, Validation Acc: 66.8
Epoch: [7/10], Step: [1501/3125], Train loss: 0.3583815097808838, Train acc: 87.498, Validation Acc: 67.4
Epoch: [7/10], Step: [2001/3125], Train loss: 0.2767379581928253, Train acc: 87.882, Validation Acc: 65.9
Epoch: [7/10], Step: [2501/3125], Train loss: 0.5857488512992859, Train acc: 88.351, Validation Acc: 67.9
Epoch: [7/10], Step: [3001/3125], Train loss: 0.6828926801681519, Train acc: 88.182, Validation Acc: 66.8
Epoch: [8/10], Step: [501/3125], Train loss: 0.3134365379810333, Train acc: 88.654, Validation Acc: 67.4
Epoch: [8/10], Step: [1001/3125], Train loss: 0.23335039615631104, Train acc: 89.412, Validation Acc: 67.1
